subjects,roi,condition,trial,TR3,TR4,TR5,TR6
nb160221,nacc,drugs,trial7,0.43505,0.17487,-0.19466,-0.17903
nb160221,nacc,drugs,trial8,0.52394,-0.23274,0.44561,0.82628
nb160221,nacc,drugs,trial9,0.072978,-1.8791,-0.4039,-0.56686
nb160221,nacc,food,trial1,0.26272,-1.8048,0.26629,0.38928
nb160221,nacc,food,trial10,1.2709,-1.2758,-1.9612,0.65486
nb160221,nacc,food,trial11,0.075698,0.24789,0.14614,0.054034
nb160221,nacc,food,trial12,-3.864,1.8066,0.46177,1.8202
nb160221,nacc,food,trial13,3.1832,-8.7647,-0.20244,2.3962
nb160221,nacc,food,trial14,-0.77494,0.83374,-0.82169,0.59198
nb160221,nacc,food,trial15,0.18148,0.62159,0.40299,0.76108
nb160221,nacc,food,trial16,-0.23495,0.086285,0.57252,0.41616
nb160221,nacc,food,trial17,-0.24214,-0.083669,0.2689,-0.58664
nb160221,nacc,food,trial18,0.41029,0.31139,0.0485,-0.6695
nb160221,nacc,food,trial2,0.48256,-1.0034,0.34021,0.55283
nb160221,nacc,food,trial3,0.21403,-0.37633,-0.044891,0.18563
nb160221,nacc,food,trial4,0.67454,1.1472,0.67858,0.60015
nb160221,nacc,food,trial5,-0.40317,-0.6091,-0.11893,-0.35582
nb160221,nacc,food,trial6,0.6463,0.14443,0.30356,0.093712
nb160221,nacc,food,trial7,1.031,-1.4464,-0.80835,-0.23399
nb160221,nacc,food,trial8,0.47639,0.61525,-0.63628,-0.22242
nb160221,nacc,food,trial9,0.22844,-0.23545,0.25585,-0.1967
nb160221,nacc,neutral,trial1,0.50545,-0.21616,0.34374,-0.77393
nb160221,nacc,neutral,trial10,0.43554,-0.56489,0.29134,1.1748
nb160221,nacc,neutral,trial11,0.71444,0.12488,-0.18811,0.2778
nb160221,nacc,neutral,trial12,0.10464,0.24616,-1.5526,0.1923
nb160221,nacc,neutral,trial13,-0.57412,-0.3712,-1.0843,0.62057
nb160221,nacc,neutral,trial14,-0.51872,0.38236,-0.33735,0.2473
nb160221,nacc,neutral,trial15,2.5422,-0.51268,0.82357,-0.48957
nb160221,nacc,neutral,trial16,0.019733,-0.71656,-1.0547,-1.1324
nb160221,nacc,neutral,trial17,0.04457,-0.91516,-0.13683,0.3854
nb160221,nacc,neutral,trial18,0.94018,-0.9916,-0.35864,0.73194
nb160221,nacc,neutral,trial2,0.002178,0.46031,-1.7916,-2.72
nb160221,nacc,neutral,trial3,-1.0701,-2.3234,0.66736,-0.18049
nb160221,nacc,neutral,trial4,-0.23028,-0.2997,-0.92038,-0.30756
nb160221,nacc,neutral,trial5,0.14329,0.62703,-0.77045,-2.4313
nb160221,nacc,neutral,trial6,0.75037,0.47772,0.09742,0.33662
nb160221,nacc,neutral,trial7,-0.73234,0.18026,0.098945,-0.49138
nb160221,nacc,neutral,trial8,0.24898,-0.30192,-1.9147,-0.34944
nb160221,nacc,neutral,trial9,-0.28134,-0.43147,-0.30934,-0.18616
nc160905,nacc,drugs,trial1,0.12089,0.027984,-0.20297,-0.098822
nc160905,nacc,drugs,trial10,0.26634,0.52889,-0.074161,-0.22632
nc160905,nacc,drugs,trial11,-0.31874,-0.16411,0.44639,-0.23133
nc160905,nacc,drugs,trial12,0.23542,0.23092,0.13466,0.050859
nc160905,nacc,drugs,trial13,0.10384,0.035292,-0.064786,-0.12643
nc160905,nacc,drugs,trial14,-0.0050541,-0.050615,-0.10742,-0.095655
nc160905,nacc,drugs,trial15,-0.20496,-0.09824,-0.056984,-0.62245
nc160905,nacc,drugs,trial16,0.081343,0.066197,-0.17254,-0.38636
nc160905,nacc,drugs,trial17,0.033438,0.32139,0.055834,0.12315
nc160905,nacc,drugs,trial18,0.90366,0.20092,-0.48845,-0.20777
nc160905,nacc,drugs,trial2,0.18674,0.15167,0.13052,-0.048042
nc160905,nacc,drugs,trial3,0.003496,0.0039762,-0.077437,0.01625
nc160905,nacc,drugs,trial4,0.071226,0.22308,-0.20724,-0.091128
nc160905,nacc,drugs,trial5,0.37236,0.30233,-0.09311,-0.040187
nc160905,nacc,drugs,trial6,-0.27168,0.1115,-0.17409,-0.41116
nc160905,nacc,drugs,trial7,0.090621,0.070887,0.0053335,0.072378
nc160905,nacc,drugs,trial8,0.30917,-0.35941,-0.27074,-0.63455
nc160905,nacc,drugs,trial9,-0.23109,-0.43120000000000003,-0.30789,0.41774
nc160905,nacc,food,trial1,-0.062709,0.53631,0.17063999999999999,-0.056894
nc160905,nacc,food,trial10,0.2064,0.87331,-0.3045,-0.20008
nc160905,nacc,food,trial11,-0.32026,-0.092518,0.34322,0.096708
nc160905,nacc,food,trial12,-0.34213,-0.39576,-0.030288,0.21896
nc160905,nacc,food,trial13,-0.14888,0.0026381,-0.10189,-0.20502
nc160905,nacc,food,trial14,-0.5982,0.087948,0.68735,0.024639
nc160905,nacc,food,trial15,0.33833,-0.24626,0.13345,0.52509
nc160905,nacc,food,trial16,0.20928,0.083149,-0.30321,-0.16245
nc160905,nacc,food,trial17,0.045905,-0.11981,0.040107,-0.10499
nc160905,nacc,food,trial18,0.36869,-0.083416,-0.02816,0.0042664
nc160905,nacc,food,trial2,0.27864,0.078745,0.036087,0.038388
nc160905,nacc,food,trial3,0.34207,0.26393,0.066319,-0.44018
nc160905,nacc,food,trial4,-0.075082,-0.24342,-0.4881,-0.061334
nc160905,nacc,food,trial5,-0.11096,-0.13954,-0.55557,0.052938
nc160905,nacc,food,trial6,-0.21322,0.14119,0.51666,0.034988
nc160905,nacc,food,trial7,-0.084816,0.27232,0.36491,0.10406
nc160905,nacc,food,trial8,-0.35398,-0.063819,0.26069,-0.18981
nc160905,nacc,food,trial9,0.40058,0.099927,-0.10191,-0.025822
nc160905,nacc,neutral,trial1,0.10165,-0.16225,0.16013,0.036897
nc160905,nacc,neutral,trial10,-0.59996,0.10849,0.34424,0.43974
nc160905,nacc,neutral,trial11,-0.14543,-0.04705,-0.1097,-0.51444
nc160905,nacc,neutral,trial12,0.091672,-0.32116,-0.41979,-0.078578
nc160905,nacc,neutral,trial13,-0.49408,0.16942,0.31574,0.20964
nc160905,nacc,neutral,trial14,0.39829,-0.099818,-0.22503,0.24026
nc160905,nacc,neutral,trial15,0.24041,0.15849,-0.07459,-0.063231
nc160905,nacc,neutral,trial16,-0.41696,0.21148,0.12863,-0.38132
nc160905,nacc,neutral,trial17,-0.71084,-0.043719,0.26044,-0.17665
nc160905,nacc,neutral,trial18,-0.0078795,-0.028591,-0.31933,-0.25034
nc160905,nacc,neutral,trial2,-0.047131,-0.26742,-0.41317,-0.17699
nc160905,nacc,neutral,trial3,-0.35136,-0.06171,0.067098,-0.25715
nc160905,nacc,neutral,trial4,0.34383,0.22073,-0.43747,-0.23078
nc160905,nacc,neutral,trial5,0.16277,0.15123,0.17453,0.073728
nc160905,nacc,neutral,trial6,0.22582,0.34245,0.10765,-0.14422
nc160905,nacc,neutral,trial7,0.13801,-0.35314,0.24735,0.2179
nc160905,nacc,neutral,trial8,-0.30344,0.13877,0.04674,0.33821
nc160905,nacc,neutral,trial9,-0.042606,-0.37296,-0.12889,-0.12838
rc161007,nacc,drugs,trial1,0.07273,0.30826,0.45093,0.028213
rc161007,nacc,drugs,trial10,0.41559,-1.619,-1.5295,-0.026835
rc161007,nacc,drugs,trial11,-0.049897,-0.1566,-0.62096,-0.31429
rc161007,nacc,drugs,trial12,-0.12238,-0.27225,0.45533,-0.1462
rc161007,nacc,drugs,trial13,0.070429,-0.12065,0.14226,-0.21432
rc161007,nacc,drugs,trial14,-0.32064,-0.22137,0.31475,-0.29179
rc161007,nacc,drugs,trial15,-0.3654,0.051066,-0.024816,-0.3715
rc161007,nacc,drugs,trial16,0.14398,-0.22817,0.14748,0.049398
rc161007,nacc,drugs,trial17,0.51218,0.31007,-0.33565,0.023856
rc161007,nacc,drugs,trial18,-0.22753,-0.22853,0.021682,-0.22652
rc161007,nacc,drugs,trial2,0.40878,0.25068,-0.0087235,-0.045967
rc161007,nacc,drugs,trial3,0.032452,0.19792,0.3059,-0.29105
rc161007,nacc,drugs,trial4,-0.16664,0.17073,0.13739,-0.18439
rc161007,nacc,drugs,trial5,0.29717,-0.12185,0.11402,-0.27136
rc161007,nacc,drugs,trial6,0.31014,0.16348,0.33432,0.12461
rc161007,nacc,drugs,trial7,3.7822e-4,-0.043492,-0.097376,-0.018292
rc161007,nacc,drugs,trial8,0.03334,-0.17572,-0.12811,0.38367
rc161007,nacc,drugs,trial9,0.53057,0.12772,-0.14403,0.24375
rc161007,nacc,food,trial1,0.38198,-0.0066345,-0.19476,0.14384
rc161007,nacc,food,trial10,-0.87053,-0.36819,0.26317,0.12169
rc161007,nacc,food,trial11,-0.31733,-0.42437,0.23922,-0.092579
rc161007,nacc,food,trial12,0.089442,-0.10494,-0.22712,-0.73157
rc161007,nacc,food,trial13,0.20367,-0.48562,-0.037598,-0.11712
rc161007,nacc,food,trial14,0.13639,-0.32643,0.51,-0.0095141
rc161007,nacc,food,trial15,-0.091762,-0.0028302,-0.30705,-0.47833
rc161007,nacc,food,trial16,0.19252,0.29379,-0.1762,-0.15326
rc161007,nacc,food,trial17,-0.099882,0.081141,-0.39759,-0.15558
rc161007,nacc,food,trial18,-0.34804,-0.090361,-0.70527,0.19018
rc161007,nacc,food,trial2,-0.13624,0.18849,0.18207,0.26434
rc161007,nacc,food,trial3,0.21088,0.42982,-0.031243,0.19458
rc161007,nacc,food,trial4,0.099191,0.3908,-0.058567,-0.64726
rc161007,nacc,food,trial5,-0.34333,-0.05611,-0.51035,-0.12662
rc161007,nacc,food,trial6,-0.11057,-0.048728,0.37503,0.25559
rc161007,nacc,food,trial7,0.27816,-0.016429,-0.25397,0.12833
rc161007,nacc,food,trial8,-0.33558,-0.042773,0.1385,0.2732
rc161007,nacc,food,trial9,-0.026276,0.29524,0.044903,0.43317
rc161007,nacc,neutral,trial1,-0.32207,-0.12819,0.46368,0.19009
rc161007,nacc,neutral,trial10,-0.011584,-0.42447,-0.10261,0.68338
rc161007,nacc,neutral,trial11,0.29639,0.2515,0.12036,0.4427
rc161007,nacc,neutral,trial12,-0.20142,0.41993,-0.19236,0.18982
rc161007,nacc,neutral,trial13,0.22171,-0.0743,-0.18793,0.51793
rc161007,nacc,neutral,trial14,-0.3463,-0.21421,0.15403,-0.011167
rc161007,nacc,neutral,trial15,0.21117,-0.16526,0.12933,0.38408
rc161007,nacc,neutral,trial16,-0.2292,0.30063,0.14434,0.19017
rc161007,nacc,neutral,trial17,-0.26584,0.62856,0.31454,0.53381
rc161007,nacc,neutral,trial18,-0.86879,0.45304,-0.20052,0.50093
rc161007,nacc,neutral,trial2,0.34294,-0.099102,0.10679,-0.0075483
rc161007,nacc,neutral,trial3,-0.1503,0.73646,0.0066025,0.072046
rc161007,nacc,neutral,trial4,-0.31467,-0.11136,0.057087,-0.033742
rc161007,nacc,neutral,trial5,-0.2062,-0.17835,0.28821,0.80762
rc161007,nacc,neutral,trial6,-0.039467,0.12912,0.098294,-0.058322
rc161007,nacc,neutral,trial7,-0.051128,-0.342,-0.20753,0.55077
rc161007,nacc,neutral,trial8,0.011336,0.37383,-0.20218,0.12178
rc161007,nacc,neutral,trial9,-0.26461,0.13158,-0.40648,-0.14483
rc170730,nacc,drugs,trial1,0.16689,-0.58599,-0.12666,-0.59226
rc170730,nacc,drugs,trial10,-1.9681,-1.5621,0.38355,1.5465
rc170730,nacc,drugs,trial11,0.96832,0.2821,-0.25909,-0.49415
rc170730,nacc,drugs,trial12,-0.046126,0.016481,-0.58832,0.90512
rc170730,nacc,drugs,trial13,-0.65885,-1.0927,-1.4724,0.25468
rc170730,nacc,drugs,trial14,0.34248,-0.20778,0.76324,1.318
rc170730,nacc,drugs,trial15,1.258,0.67604,-0.35068,0.074819
rc170730,nacc,drugs,trial16,0.59055,0.53518,0.49158,-0.62524
rc170730,nacc,drugs,trial17,0.60872,0.36994,-3.3197,-1.536
rc170730,nacc,drugs,trial18,-0.89964,0.83157,0.55199,0.67964
rc170730,nacc,drugs,trial2,-0.34555,-0.092197,0.61797,-1.0522
rc170730,nacc,drugs,trial3,0.60325,-2.8438,-0.90295,0.69959
rc170730,nacc,drugs,trial4,0.46681,-0.58558,-0.099854,0.203
rc170730,nacc,drugs,trial5,-0.39752,-0.4648,0.1714,0.052305
rc170730,nacc,drugs,trial6,0.6135,0.30457,-0.44749,-0.22873
rc170730,nacc,drugs,trial7,0.36652,0.53195,0.49581,-2.359
rc170730,nacc,drugs,trial8,0.1253,0.25684,-0.15638,0.46884
rc170730,nacc,drugs,trial9,0.66634,1.4534,-1.3957,0.13171
rc170730,nacc,food,trial1,0.384,0.28283,0.56221,-0.79765
rc170730,nacc,food,trial10,-0.39441,-0.17547,-0.65869,-0.076225
rc170730,nacc,food,trial11,0.3011,0.080418,0.11714,-0.063513
rc170730,nacc,food,trial12,-0.76667,-0.37508,-0.99118,-0.16714
rc170730,nacc,food,trial13,0.4182,0.55628,-0.94888,-0.95975
rc170730,nacc,food,trial14,0.82618,-0.93867,-0.28576,0.066251
rc170730,nacc,food,trial15,0.60572,0.16223,-1.0878,-0.415
rc170730,nacc,food,trial16,1.5356,0.67692,0.45647,-1.4997
rc170730,nacc,food,trial17,0.32604,0.43053,-0.27344,-0.39477
rc170730,nacc,food,trial18,0.11365,-0.54565,-0.029931,0.029707
rc170730,nacc,food,trial2,-0.031062,-0.20196,-0.91576,-0.48833
rc170730,nacc,food,trial3,0.17091,0.13559,-0.1301,-0.12978
rc170730,nacc,food,trial4,0.17289,0.69608,0.56107,0.41273
rc170730,nacc,food,trial5,-0.74211,0.20896,0.5666,0.10902
rc170730,nacc,food,trial6,0.11402,-0.30407,0.020394,-0.23215
rc170730,nacc,food,trial7,0.39252,-0.087419,-0.13522,0.056378
rc170730,nacc,food,trial8,-0.33567,-0.45531,-0.25089,1.2193
rc170730,nacc,food,trial9,-0.29248,-1.0356,0.1394,-0.077202
rc170730,nacc,neutral,trial1,0.76268,-0.58729,0.93093,-0.09595
rc170730,nacc,neutral,trial10,0.53693,0.17592,0.35531,0.25272
rc170730,nacc,neutral,trial11,0.98503,-0.37623,-0.15576,0.11884
rc170730,nacc,neutral,trial12,0.91731,-1.069,-0.76982,-0.33812
rc170730,nacc,neutral,trial13,-0.049426,-0.85464,-0.5968,-0.14612
rc170730,nacc,neutral,trial14,-0.27276,1.1298,-1.0369,1.3061
rc170730,nacc,neutral,trial15,0.057982,0.87281,-1.0881,-0.78475
rc170730,nacc,neutral,trial16,-0.24027,-0.61596,0.58214,-0.63751
rc170730,nacc,neutral,trial17,-0.59276,-0.43293,0.33652,0.14098
rc170730,nacc,neutral,trial18,0.1878,-0.39598,0.28511,0.50473
rc170730,nacc,neutral,trial2,-0.10874,1.0873,-0.32131,0.81405
rc170730,nacc,neutral,trial3,-1.5579,0.26153,0.2122,-0.22398
rc170730,nacc,neutral,trial4,-1.418,-0.47966,-0.70073,-0.41406
rc170730,nacc,neutral,trial5,0.23647,-1.0886,-0.65673,0.50493
rc170730,nacc,neutral,trial6,-0.53735,0.8301,-0.24926,1.2211
rc170730,nacc,neutral,trial7,0.45436,-0.54212,-0.77429,0.72103
rc170730,nacc,neutral,trial8,0.31698,0.13861,-0.28066,-0.32023
rc170730,nacc,neutral,trial9,0.046795,0.17944,-0.073863,-0.41224
rf170610,nacc,drugs,trial1,0.01611,0.10026,0.31179,0.45778
rf170610,nacc,drugs,trial10,0.15162,-0.040301,-0.43046,0.23259
rf170610,nacc,drugs,trial11,-0.48549,-0.30783,-0.043929,0.14683
rf170610,nacc,drugs,trial12,0.1472,-0.15001,0.34647,1.058
rf170610,nacc,drugs,trial13,-0.13826,0.018973,-0.06674,0.31691
rf170610,nacc,drugs,trial14,-0.087255,-0.32014,-0.081824,-0.041263
rf170610,nacc,drugs,trial15,0.045068,-0.35838,-0.16029,-0.002464
rf170610,nacc,drugs,trial16,0.20472,-0.34213,-0.089304,0.35932
rf170610,nacc,drugs,trial17,-0.051267,-0.057672,-0.1375,0.18053
rf170610,nacc,drugs,trial18,-0.43277,-0.083685,0.3936,-0.012754
rf170610,nacc,drugs,trial2,-0.48647,-0.019791,-0.26021,0.041745
rf170610,nacc,drugs,trial3,0.19454,-0.30794,0.2801,0.11646
rf170610,nacc,drugs,trial4,-0.018794,-0.12748,-0.075109,-0.098732
rf170610,nacc,drugs,trial5,0.21539,-0.053903,0.21651,-0.19901
rf170610,nacc,drugs,trial6,-0.0055289,-0.42481,0.034162,-0.27333
rf170610,nacc,drugs,trial7,-0.11795,-0.076107,-0.11184,0.080494
rf170610,nacc,drugs,trial8,0.26523,-0.022786,-0.10614,-0.49763
rf170610,nacc,drugs,trial9,-0.19326,0.26991,0.15605,0.072762
rf170610,nacc,food,trial1,0.21827,0.22259,0.037415,0.15711
rf170610,nacc,food,trial10,0.10573,0.030333,0.098567,-0.032937
rf170610,nacc,food,trial11,0.13475,0.41915,0.23766,0.1347
rf170610,nacc,food,trial12,0.05871,0.055285,0.044677,0.030536
rf170610,nacc,food,trial13,-0.17514,0.019547,0.099053,0.60927
rf170610,nacc,food,trial14,-0.10136,-0.10586,-0.56292,-0.16869
rf170610,nacc,food,trial15,-0.1633,0.1004,0.46503,0.37354
rf170610,nacc,food,trial16,-0.56458,-0.17918,-0.010903,0.24164
rf170610,nacc,food,trial17,-0.069009,-0.18531,-0.21248,-0.1649
rf170610,nacc,food,trial18,-0.080806,-0.20159,-0.57202,-0.42953
rf170610,nacc,food,trial2,0.12347,-0.065284,-0.12371,-0.076278
rf170610,nacc,food,trial3,0.12006,0.031441,-0.27393,0.064204
rf170610,nacc,food,trial4,0.27468,-0.20128,-0.13073,-0.10467
rf170610,nacc,food,trial5,-0.10357,0.32744,0.23614,0.20243
rf170610,nacc,food,trial6,0.25227,0.155,-0.38514,0.27439
rf170610,nacc,food,trial7,-1.1602,-0.50659,1.0125,-0.19554
rf170610,nacc,food,trial8,0.10019,-0.074339,-0.52319,0.16329
rf170610,nacc,food,trial9,-0.040889,0.10091,0.082641,0.036874
rf170610,nacc,neutral,trial1,0.0060434,-0.30445,0.047574,-0.3496
rf170610,nacc,neutral,trial10,-0.45677,-0.50364,-0.94229,-0.5902
rf170610,nacc,neutral,trial11,0.071295,-0.086142,0.12485,-0.32191
rf170610,nacc,neutral,trial12,0.033196,0.59512,-0.014894,-0.37066
rf170610,nacc,neutral,trial13,-0.18239,-0.11771,-0.41602,0.26458
rf170610,nacc,neutral,trial14,-0.18911,0.15909,0.3046,-0.06657
rf170610,nacc,neutral,trial15,0.22007,-0.28732,-0.024926,-0.16701
rf170610,nacc,neutral,trial16,-0.26576,-0.25169,0.25654,0.14323
rf170610,nacc,neutral,trial17,0.21846,0.27549,0.49247,-0.47603
rf170610,nacc,neutral,trial18,0.32519,0.18608,0.4723,0.29369
rf170610,nacc,neutral,trial2,-0.15569,0.093458,-0.40049,0.20625
rf170610,nacc,neutral,trial3,0.50576,0.32748,0.36933,-0.00497
rf170610,nacc,neutral,trial4,-0.32758,0.23311,-0.12177,0.2416
rf170610,nacc,neutral,trial5,-0.16998,0.33084,0.45302,0.38587
rf170610,nacc,neutral,trial6,-0.95595,-0.83284,0.042634,0.019956
rf170610,nacc,neutral,trial7,-0.33995,0.22819,-0.057038,0.39682
rf170610,nacc,neutral,trial8,0.17811,-0.33555,-0.10079,0.23334
rf170610,nacc,neutral,trial9,-0.29749,0.2643,0.086372,0.15832
rl170603,nacc,drugs,trial1,-0.63304,1.3406,-0.55615,0.21082
rl170603,nacc,drugs,trial10,-2.0702,0.31057,-0.26184,-0.33315
rl170603,nacc,drugs,trial11,0.079274,-1.4333,0.5023,0.28796
rl170603,nacc,drugs,trial12,1.3413,0.13921,1.203,0.85928
rl170603,nacc,drugs,trial13,-0.9992,1.0946,0.28022,0.16398
rl170603,nacc,drugs,trial14,-0.9574,-0.0045289,-0.043903,-1.6962
rl170603,nacc,drugs,trial15,-0.60873,-0.24808,1.1612,0.92528
rl170603,nacc,drugs,trial16,0.69441,-0.87824,0.98094,-1.754
rl170603,nacc,drugs,trial17,-1.6917,2.086,-1.203,1.9876
rl170603,nacc,drugs,trial18,-1.8793,1.4372,0.80714,0.71784
rl170603,nacc,drugs,trial2,0.40686,1.342,-1.2939,0.010327
rl170603,nacc,drugs,trial3,-1.6356,-0.60181,-0.06324,1.8824
rl170603,nacc,drugs,trial4,-0.77766,0.99918,-0.79479,-1.1034
rl170603,nacc,drugs,trial5,-0.53917,-0.42543,0.04786,1.4826
rl170603,nacc,drugs,trial6,0.93642,-1.199,-0.99077,0.25953
rl170603,nacc,drugs,trial7,0.065059,-0.36864,0.33562,-0.33649
rl170603,nacc,drugs,trial8,-2.5036,-0.41124,-0.42811,0.048721
rl170603,nacc,drugs,trial9,0.46826,-0.28701,-0.0087183,0.50507
rl170603,nacc,food,trial1,-1.0995,0.65275,0.074885,1.4888
rl170603,nacc,food,trial10,-0.44235,1.9993,-3.4776,2.156
rl170603,nacc,food,trial11,0.6847,-0.84291,0.89327,0.93538
rl170603,nacc,food,trial12,1.0282,1.1155,-0.064963,0.24429
rl170603,nacc,food,trial13,-0.7747,0.68843,0.71758,0.50891
rl170603,nacc,food,trial14,2.1589,-1.1003,-0.30299,0.68255999999999994
rl170603,nacc,food,trial15,0.59388,0.44194,0.41532,1.0511
rl170603,nacc,food,trial16,2.202,0.62875,-1.1301,2.0195
rl170603,nacc,food,trial17,-1.7238,1.9918,-0.67887,-0.46609
rl170603,nacc,food,trial18,0.43756,0.27018,1.5833,-2.3397
rl170603,nacc,food,trial2,0.38808,0.67124,0.0024001,0.9412
rl170603,nacc,food,trial3,-1.3706,0.63847,-0.88535,-2.444
rl170603,nacc,food,trial4,1.381,-0.6111,-0.27051,-1.1226
rl170603,nacc,food,trial5,-0.15498,-1.756,1.26,0.49644
rl170603,nacc,food,trial6,1.3212,-1.7303,-1.407,-0.7182
rl170603,nacc,food,trial7,0.22087,0.32155,-0.32139,-1.0127
rl170603,nacc,food,trial8,-1.6893,0.74239,-1.0611,0.65837
rl170603,nacc,food,trial9,1.2188,-1.1341,0.58925,1.1938
rl170603,nacc,neutral,trial1,-0.62778,1.6403,0.20249,-0.30192
rl170603,nacc,neutral,trial10,-3.195,-1.5457,1.4885,-7.4037
rl170603,nacc,neutral,trial11,-1.7807,-1.0056,1.0471,0.84734
rl170603,nacc,neutral,trial12,-1.6357,-0.036332,0.21363,0.03918
rl170603,nacc,neutral,trial13,-0.20093,-0.65679,-0.61121,0.35831
rl170603,nacc,neutral,trial14,-2.5008,-0.99332,2.183,-2.8941
rl170603,nacc,neutral,trial15,2.4421,-3.0108,1.3489,0.30561
rl170603,nacc,neutral,trial16,-0.49996,0.22947,-3.1995,0.4142
rl170603,nacc,neutral,trial17,1.1646,0.66497,-0.47046,1.9503
rl170603,nacc,neutral,trial18,0.41304,-2.7013,0.52612,-0.63287
rl170603,nacc,neutral,trial2,-0.47857,-1.1815,-0.25293,-1.9829
rl170603,nacc,neutral,trial3,-0.83783,1.6611,-2.1416,-0.61885
rl170603,nacc,neutral,trial4,2.0532,0.088791,-0.0057261,-0.5342
rl170603,nacc,neutral,trial5,-1.0731,-1.9097,0.67979,2.4822
rl170603,nacc,neutral,trial6,-0.045928,-0.084867,-0.27362,-1.1944
rl170603,nacc,neutral,trial7,0.45301,0.73469,1.0989,-2.8344
rl170603,nacc,neutral,trial8,-2.3329,-2.4428,0.30545,-0.14204
rl170603,nacc,neutral,trial9,-2.0124,-0.10161,0.96577,-0.78341
rs160730,nacc,drugs,trial1,0.39112,0.41691,0.12152,-0.0316
rs160730,nacc,drugs,trial10,-0.22781,0.10332,-0.053297,-0.093332
rs160730,nacc,drugs,trial11,-0.31411,-0.37786,0.091111,-0.21019
rs160730,nacc,drugs,trial12,-0.45345,0.1733,0.19921,-0.1132
rs160730,nacc,drugs,trial13,0.34434,-0.0012926,0.1007,0.39446
rs160730,nacc,drugs,trial14,0.24928,0.012463,0.097173,0.30106
rs160730,nacc,drugs,trial15,-0.42794,0.25852,-0.057054,0.25117
rs160730,nacc,drugs,trial16,-0.44222,-0.23362,0.22614,0.29968
rs160730,nacc,drugs,trial17,0.11205,0.46372,-0.32521,-0.71866
rs160730,nacc,drugs,trial18,-0.56603,-0.061635,-0.098368,-0.26548
rs160730,nacc,drugs,trial2,0.16552,-0.57531,-0.7062,-0.16617
rs160730,nacc,drugs,trial3,-0.010369,0.17668,0.2614,-0.32015
rs160730,nacc,drugs,trial4,0.33866,0.20718,0.18775,0.20188999999999999
rs160730,nacc,drugs,trial5,-0.26669,-0.075419,0.24912,0.39684
rs160730,nacc,drugs,trial6,0.26551,-0.020584,0.13669,-0.2186
rs160730,nacc,drugs,trial7,-0.18172,-0.1356,-0.12555,-0.16429
rs160730,nacc,drugs,trial8,0.11013,0.17114,0.29549,0.23494
rs160730,nacc,drugs,trial9,-0.075292,-0.15763,0.051549,0.069017
rs160730,nacc,food,trial1,-0.50917,-0.51398,-0.05107,0.20241
rs160730,nacc,food,trial10,-0.44569,-0.25918,0.36206,0.28698
rs160730,nacc,food,trial11,-0.28433,0.10668,0.274,-0.055558
rs160730,nacc,food,trial12,-0.044586,0.42795,0.021006,-0.15191
rs160730,nacc,food,trial13,-0.1304,-0.10117,-0.036132,0.073924
rs160730,nacc,food,trial14,0.1822,0.32594,0.095924,0.037212
rs160730,nacc,food,trial15,-0.041045,-0.057249,-0.24148,0.015738
rs160730,nacc,food,trial16,-0.31456,-0.42148,-0.27474,0.28562
rs160730,nacc,food,trial17,0.32371,0.28945,-0.18922,-0.083401
rs160730,nacc,food,trial18,-0.12188,0.046178,-0.011719,0.383
rs160730,nacc,food,trial2,-0.54864,0.18191,0.29897,0.25387
rs160730,nacc,food,trial3,-0.29419,-0.41926,0.094323,0.13161
rs160730,nacc,food,trial4,-1.7716,0.69655,0.9821,1.2613
rs160730,nacc,food,trial5,-0.40234,-0.43976,-0.62901,-0.23052
rs160730,nacc,food,trial6,-0.70566,-0.062719,0.28584,0.19592
rs160730,nacc,food,trial7,0.0023373,0.16001,0.070318,-0.12287
rs160730,nacc,food,trial8,-0.20119,0.15636,-0.21848,0.27606
rs160730,nacc,food,trial9,-0.20165,-0.030697,0.25922,0.26677
rs160730,nacc,neutral,trial1,-0.38426,-0.12142,0.2173,0.15891
rs160730,nacc,neutral,trial10,-0.36317,-0.10739,0.023912,0.17556
rs160730,nacc,neutral,trial11,-0.49873,0.30334,0.32685,0.036373
rs160730,nacc,neutral,trial12,0.23271,-0.34092,-0.20482,-0.1793
rs160730,nacc,neutral,trial13,0.56228,0.69498,-0.27694,-0.85638
rs160730,nacc,neutral,trial14,0.60857000000000006,0.42222,0.024676,-0.22753
rs160730,nacc,neutral,trial15,-0.1922,-0.12319,-0.052887,-0.25645
rs160730,nacc,neutral,trial16,0.32901,-0.18714,-0.32384,0.23377
rs160730,nacc,neutral,trial17,-0.11358,0.17272,0.088324,0.10823
rs160730,nacc,neutral,trial18,-0.13483,0.34688,0.29895,0.67745
rs160730,nacc,neutral,trial2,0.1146,0.33949,-0.32643,-0.18651
rs160730,nacc,neutral,trial3,-0.10144,-0.65382,-0.46129,-0.14816
rs160730,nacc,neutral,trial4,-0.37011,0.42852,0.65912,0.37469
rs160730,nacc,neutral,trial5,-0.058291,0.1156,0.24141,-0.24417
rs160730,nacc,neutral,trial6,0.11054,-0.39918,-0.18196,-0.1704
rs160730,nacc,neutral,trial7,0.12276,0.42786,0.25313,0.27271
rs160730,nacc,neutral,trial8,0.12917,0.17167,-0.27849,0.040935
rs160730,nacc,neutral,trial9,-0.21062,0.28078,0.34134,-0.010815
rt170816,nacc,drugs,trial1,0.27992,-0.38395,-0.042645,0.0077468
